HitRate@10_rel2,HitRate@5_rel1plus,HitRate@5_rel2,Judged@10,Judged@20,Judged@30,Judged@5,MRR@10_rel1plus,MRR@10_rel2,Precision@5_rel1plus,Precision@5_rel2,graded_nDCG@10,pooled_Recall@10_rel1plus,pooled_Recall@10_rel2,pooled_Recall@20_rel1plus,pooled_Recall@20_rel2,pooled_Recall@5_rel1plus,pooled_Recall@5_rel2,query_id,retriever
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.2,0.2743228840670568,0.14285714285714285,0.5,0.14285714285714285,0.5,0.14285714285714285,0.5,DEV0007,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.16820030627704016,0.14285714285714285,0.5,0.14285714285714285,0.5,0.14285714285714285,0.5,DEV0007,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.2,0.2743228840670568,0.14285714285714285,0.5,0.14285714285714285,0.5,0.14285714285714285,0.5,DEV0007,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.5000487564324042,0.15384615384615385,1.0,0.38461538461538464,1.0,0.07692307692307693,0.5,DEV0008,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.2,0.24249682153453903,0.07692307692307693,0.5,0.07692307692307693,0.5,0.07692307692307693,0.5,DEV0008,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.3843483686763149,0.07692307692307693,0.5,0.15384615384615385,1.0,0.07692307692307693,0.5,DEV0008,hybrid
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.125,0.2,0.0,0.22860240338921398,0.2857142857142857,0.5,0.42857142857142855,1.0,0.14285714285714285,0.0,DEV0009,bm25
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.0,0.14493049477865402,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,DEV0009,dense
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.0,0.14493049477865402,0.14285714285714285,0.0,0.2857142857142857,0.5,0.14285714285714285,0.0,DEV0009,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.5,0.0,0.0,DEV0010,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0010,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0010,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.5321036168710066,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,DEV0011,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.2,0.33572000386690537,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,DEV0011,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.5321036168710066,0.14285714285714285,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,DEV0011,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.2,0.4162488281852264,0.13636363636363635,1.0,0.13636363636363635,1.0,0.045454545454545456,0.5,DEV0012,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.03856679591869644,0.045454545454545456,0.0,0.09090909090909091,0.5,0.0,0.0,DEV0012,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4,0.5192991898050929,0.13636363636363635,1.0,0.13636363636363635,1.0,0.13636363636363635,1.0,DEV0012,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.2,0.3436961952391225,0.18181818181818182,1.0,0.18181818181818182,1.0,0.09090909090909091,1.0,DEV0013,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.45846608015576257,0.09090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0,DEV0013,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.45846608015576257,0.09090909090909091,1.0,0.18181818181818182,1.0,0.09090909090909091,1.0,DEV0013,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.5637401849004314,0.25,1.0,0.25,1.0,0.125,1.0,DEV0014,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.2,0.2,0.2170214789598104,0.125,1.0,0.125,1.0,0.125,1.0,DEV0014,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.5039082691907902,0.125,1.0,0.25,1.0,0.125,1.0,DEV0014,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.8262346571285599,0.5,1.0,0.5,1.0,0.5,1.0,DEV0015,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.8262346571285599,0.5,1.0,0.5,1.0,0.5,1.0,DEV0015,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.8262346571285599,0.5,1.0,0.5,1.0,0.5,1.0,DEV0015,hybrid
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.0,0.17736787229033552,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,DEV0016,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0016,dense
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.2,0.0,0.08868393614516776,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,DEV0016,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0017,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0017,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0017,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.054436304265575074,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,DEV0018,bm25
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,0.0,0.28366934434345636,0.2727272727272727,0.0,0.36363636363636365,0.0,0.18181818181818182,0.0,DEV0018,dense
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.2,0.0,0.10512364408381494,0.18181818181818182,0.0,0.36363636363636365,0.0,0.09090909090909091,0.0,DEV0018,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0019,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0019,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0019,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.42291516459501133,0.08695652173913043,0.5,0.13043478260869565,0.5,0.043478260869565216,0.5,DEV0020,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.2,0.49796851191518365,0.13043478260869565,0.5,0.13043478260869565,0.5,0.13043478260869565,0.5,DEV0020,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.47432658739155437,0.13043478260869565,0.5,0.17391304347826086,0.5,0.08695652173913043,0.5,DEV0020,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0021,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.5,0.0,0.0,DEV0021,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0021,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.2,0.2936727772917504,0.25,0.4,0.25,0.4,0.125,0.2,DEV0022,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.4,0.2,0.34436097204251137,0.375,0.4,0.5,0.6,0.25,0.2,DEV0022,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.5982294706672244,0.375,0.6,0.5,0.6,0.25,0.4,DEV0022,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.4568625914789285,0.16666666666666666,0.5,0.16666666666666666,0.5,0.16666666666666666,0.5,DEV0023,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.39116903434505484,0.3333333333333333,1.0,0.3333333333333333,1.0,0.16666666666666666,0.5,DEV0023,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.4568625914789285,0.16666666666666666,0.5,0.3333333333333333,1.0,0.16666666666666666,0.5,DEV0023,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.044175472610956126,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,DEV0024,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.125,0.0,0.0,0.0,0.04820998182892457,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,DEV0024,dense
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.0,0.15282202671858752,0.07142857142857142,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,DEV0024,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0025,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0025,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0025,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0026,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0026,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0026,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.5348770935150564,0.15384615384615385,1.0,0.15384615384615385,1.0,0.15384615384615385,1.0,DEV0027,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,1.0,0.0,0.0,DEV0027,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.5044700941962198,0.15384615384615385,1.0,0.15384615384615385,1.0,0.07692307692307693,1.0,DEV0027,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.47965506954306864,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,DEV0028,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0028,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.2,0.3026286548261086,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,DEV0028,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.22923304007788128,0.1,1.0,0.1,1.0,0.1,1.0,DEV0029,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0029,dense
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.125,0.125,0.0,0.0,0.1446299454867737,0.1,1.0,0.1,1.0,0.0,0.0,DEV0029,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.4,0.2,0.3656709043328411,0.13333333333333333,1.0,0.13333333333333333,1.0,0.13333333333333333,1.0,DEV0030,bm25
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.2,0.0,0.14242397769830636,0.13333333333333333,0.0,0.13333333333333333,0.0,0.06666666666666667,0.0,DEV0030,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.4,0.2,0.35027262011347177,0.13333333333333333,1.0,0.2,1.0,0.13333333333333333,1.0,DEV0030,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0031,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0031,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0031,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0032,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0032,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0032,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.2,0.2,0.2486513437424303,0.2727272727272727,0.5,0.2727272727272727,0.5,0.09090909090909091,0.5,DEV0033,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0033,dense
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.11570038775608932,0.09090909090909091,0.5,0.2727272727272727,0.5,0.0,0.0,DEV0033,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.5044700941962198,0.16666666666666666,1.0,0.16666666666666666,1.0,0.08333333333333333,1.0,DEV0034,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0034,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.2,0.2892598909735474,0.08333333333333333,1.0,0.16666666666666666,1.0,0.08333333333333333,1.0,DEV0034,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.22923304007788128,0.09090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0,DEV0035,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0035,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.17735889013007314,0.09090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0,DEV0035,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.2,0.4890870613100108,0.16666666666666666,0.5,0.2777777777777778,0.5,0.16666666666666666,0.5,DEV0036,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,DEV0036,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.4,0.2,0.2536587102341516,0.16666666666666666,0.5,0.2222222222222222,0.5,0.1111111111111111,0.5,DEV0036,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.4,0.6779249493456627,0.16666666666666666,1.0,0.2916666666666667,1.0,0.16666666666666666,1.0,DEV0037,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.4,0.7039144813602457,0.20833333333333334,1.0,0.2916666666666667,1.0,0.16666666666666666,1.0,DEV0037,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.7149131547210789,0.20833333333333334,1.0,0.2916666666666667,1.0,0.125,1.0,DEV0037,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,DEV0038,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,DEV0038,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0038,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.5129023844213377,0.125,1.0,0.25,1.0,0.0625,1.0,DEV0039,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.5348770935150564,0.125,1.0,0.125,1.0,0.125,1.0,DEV0039,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.5548860438136117,0.125,1.0,0.125,1.0,0.125,1.0,DEV0039,hybrid
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.0,0.14639449286572043,0.11764705882352941,0.0,0.23529411764705882,0.0,0.058823529411764705,0.0,DEV0040,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0040,dense
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,0.0,0.23412927288079569,0.17647058823529413,0.0,0.17647058823529413,0.0,0.17647058823529413,0.0,DEV0040,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.6665733620780492,0.5,1.0,0.5,1.0,0.3333333333333333,0.5,DEV0041,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.7451107937367463,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,DEV0041,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.7451107937367463,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,1.0,DEV0041,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.4,0.2,0.3943835350573623,0.25,1.0,0.3333333333333333,1.0,0.16666666666666666,1.0,DEV0042,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.09511614818381862,0.16666666666666666,0.0,0.25,0.0,0.0,0.0,DEV0042,dense
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.1111111111111111,0.2,0.0,0.2853726813520833,0.25,1.0,0.3333333333333333,1.0,0.08333333333333333,0.0,DEV0042,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.8344475896326595,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,DEV0043,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.5562983930884396,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,DEV0043,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.7544558788831857,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5,DEV0043,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.0,0.0,DEV0044,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0044,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0044,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.2,0.419493873182286,0.4,0.3333333333333333,0.5,0.6666666666666666,0.3,0.3333333333333333,DEV0045,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4,0.2,0.32852375469691786,0.2,0.3333333333333333,0.3,0.3333333333333333,0.2,0.3333333333333333,DEV0045,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.2,0.3724572477009501,0.3,0.3333333333333333,0.5,0.6666666666666666,0.3,0.3333333333333333,DEV0045,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.3843483686763149,0.05555555555555555,0.5,0.05555555555555555,0.5,0.05555555555555555,0.5,DEV0046,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0046,dense
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.1369076512757472,0.05555555555555555,0.5,0.05555555555555555,0.5,0.0,0.0,DEV0046,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6,0.2,0.3472355141682349,0.1875,0.5,0.1875,0.5,0.1875,0.5,DEV0047,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.32029030723026236,0.125,1.0,0.125,1.0,0.0625,0.5,DEV0047,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.2,0.4462136051576679,0.25,1.0,0.25,1.0,0.0625,0.5,DEV0047,hybrid
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.2,0.0,0.08083227384484634,0.07142857142857142,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,DEV0048,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.5,0.0,0.0,DEV0048,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.042705374297368315,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,DEV0048,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0049,bm25
