system_id,query_id,graded_nDCG@10,MRR@10_rel2,pooled_Recall@10_rel2,HitRate@5_rel2,Judged@5,Judged@10,Judged@20,Judged@30,Wrong-Dialect@5,Wrong-Version@5,Unknown-Version@5,Unresolved-Current@5
hybrid_rrf_frozen_control_v1,DEV0056,0.18880541809772983,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0057,0.08266974857090989,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0058,0.25728722583054764,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0059,0.046004014040457224,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0060,0.054436304265575074,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0061,0.16223682812281054,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0062,0.6268451902108538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0063,0.6424397566048504,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0064,0.87512026917823,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0065,0.6638790550231813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0066,0.22104509331901828,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0067,0.050940675572862505,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0068,0.6909032516569064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0069,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0070,0.5619788457376247,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0071,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0072,0.7146618311119762,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0073,0.6820218010517335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0074,0.46498677829188884,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0075,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0076,0.2801737156507438,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0077,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0078,0.2612259751010057,0.2,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0079,0.46126213676303307,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0080,0.04820998182892457,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0081,0.23694879852335884,0.125,1.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0082,0.4513912512080148,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0083,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0084,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0085,0.11570038775608932,0.1111111111111111,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0086,0.6566306323129871,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0087,0.5053564633872558,0.125,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0088,0.5979998933214995,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0089,0.8401851084845681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0090,0.7451107937367463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0091,0.8373458841930613,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0092,0.5061450999633262,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0093,0.355447098802238,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0094,0.04956208179281633,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0095,0.6966779290465912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0096,0.45846608015576257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0097,0.45846608015576257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0098,0.3846327888273884,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0099,0.6654119861295503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0100,0.7134411368159976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0101,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0102,0.3026286548261086,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0103,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6,0.2,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0104,0.1446299454867737,0.125,1.0,0.0,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0105,0.1666829188108014,0.14285714285714285,0.5,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0106,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0107,0.5442137118571473,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0108,0.0551766108408796,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0109,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0110,0.8262346571285599,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0111,0.3843483686763149,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0112,0.17673857603407106,0.2,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0113,0.3791992957828985,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0114,0.856016236855223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0115,0.19217418433815744,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0116,0.18687582579751782,0.2,0.5,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0117,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0118,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0119,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0121,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0122,0.5321036168710066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0123,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0124,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0125,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0126,0.19445241708371516,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0127,0.4020640170950242,0.14285714285714285,1.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0128,0.24936453365937447,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0129,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0130,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0131,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0132,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0133,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0134,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0135,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0136,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0137,0.12353764814221466,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0138,0.6193893995077807,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0139,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0140,0.6090334444844051,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0141,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0142,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0143,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0144,0.2435647408701008,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0145,0.08420267967727883,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0146,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0147,0.6004156342146441,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0148,0.051723574529084305,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0149,0.2781491965442198,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0150,0.45837185809282255,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0151,0.5991689570583907,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.2
hybrid_rrf_frozen_control_v1,DEV0152,0.46562053889237964,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6
hybrid_rrf_frozen_control_v1,DEV0153,0.35226342086502166,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.2
hybrid_rrf_frozen_control_v1,DEV0154,0.054436304265575074,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0155,0.4988734026085959,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2
hybrid_rrf_frozen_control_v1,DEV0156,0.13180047901209685,0.2,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
hybrid_rrf_frozen_control_v1,DEV0157,0.18965310660664245,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0158,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0159,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0160,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.2
hybrid_rrf_frozen_control_v1,DEV0161,0.16652009206978247,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0162,0.7959761332981399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0163,0.24207625393180188,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4,0.2
hybrid_rrf_frozen_control_v1,DEV0164,0.44840643012236736,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0165,0.28559389665419616,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8
hybrid_rrf_frozen_control_v1,DEV0166,0.6958901039922536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4
hybrid_rrf_frozen_control_v1,DEV0167,0.2660518084355033,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0168,0.061851970052338466,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.4
hybrid_rrf_frozen_control_v1,DEV0169,0.3020576389801796,0.16666666666666666,0.5,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0170,0.7056164852665182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0171,0.6971139216378669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4
hybrid_rrf_frozen_control_v1,DEV0172,0.49032931961248194,0.5,0.75,1.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.2
hybrid_rrf_frozen_control_v1,DEV0173,0.3794044728102862,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0174,0.5466621399750609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.2
hybrid_rrf_frozen_control_v1,DEV0175,0.7237608959477324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0176,0.19699749932954366,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0
hybrid_rrf_frozen_control_v1,DEV0177,0.15228753049297616,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.2
hybrid_rrf_frozen_control_v1,DEV0178,0.2660518084355033,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.2
hybrid_rrf_frozen_control_v1,DEV0179,0.4465206373546019,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.4
